n_components,accuracy
2,0.68253968253968256
8,0.5714285714285714
14,0.66666666666666663
20,0.63492063492063489
26,0.74603174603174605
32,0.66666666666666663
38,0.63492063492063489
44,0.61904761904761907
50,0.65079365079365081
56,0.68253968253968256
62,0.61904761904761907
68,0.68253968253968256
74,0.66666666666666663
80,0.66666666666666663
86,0.68253968253968256
92,0.65079365079365081
98,0.7142857142857143
104,0.63492063492063489
110,0.66666666666666663
116,0.66666666666666663
122,0.58730158730158732
128,0.69841269841269837
134,0.63492063492063489
140,0.68253968253968256
146,0.63492063492063489
152,0.68253968253968256
158,0.63492063492063489
164,0.61904761904761907
170,0.53968253968253965
176,0.52380952380952384
182,0.47619047619047616
188,0.41269841269841268
194,0.42857142857142855
200,0.44444444444444442
206,0.44444444444444442
212,0.55555555555555558
218,0.52380952380952384
224,0.50793650793650791
230,0.50793650793650791
236,0.5714285714285714
242,0.46031746031746029
248,0.44444444444444442
254,0.5714285714285714
260,0.50793650793650791
266,0.49206349206349204
272,0.58730158730158732
278,0.55555555555555558
284,0.50793650793650791
290,0.52380952380952384
296,0.46031746031746029
