n_components,accuracy
2,0.82539682539682535
8,0.77777777777777779
14,0.77777777777777779
20,0.77777777777777779
26,0.84126984126984128
32,0.82539682539682535
38,0.82539682539682535
44,0.79365079365079361
50,0.80952380952380953
56,0.80952380952380953
62,0.68253968253968256
68,0.63492063492063489
74,0.74603174603174605
80,0.7142857142857143
86,0.74603174603174605
92,0.79365079365079361
98,0.73015873015873012
104,0.76190476190476186
110,0.79365079365079361
116,0.76190476190476186
122,0.68253968253968256
128,0.79365079365079361
134,0.77777777777777779
140,0.46031746031746029
146,0.46031746031746029
152,0.79365079365079361
158,0.66666666666666663
164,0.46031746031746029
170,0.68253968253968256
176,0.63492063492063489
182,0.58730158730158732
188,0.46031746031746029
194,0.46031746031746029
200,0.46031746031746029
206,0.46031746031746029
212,0.46031746031746029
218,0.46031746031746029
224,0.46031746031746029
230,0.46031746031746029
236,0.46031746031746029
242,0.46031746031746029
248,0.46031746031746029
254,0.46031746031746029
260,0.46031746031746029
266,0.46031746031746029
272,0.46031746031746029
278,0.46031746031746029
284,0.46031746031746029
290,0.46031746031746029
296,0.46031746031746029
