n_components,accuracy
200,0.46031746031746029
205,0.46031746031746029
210,0.53968253968253965
215,0.46031746031746029
220,0.46031746031746029
225,0.46031746031746029
230,0.46031746031746029
235,0.46031746031746029
240,0.46031746031746029
245,0.46031746031746029
250,0.46031746031746029
255,0.46031746031746029
260,0.46031746031746029
265,0.46031746031746029
270,0.46031746031746029
275,0.46031746031746029
280,0.46031746031746029
285,0.46031746031746029
290,0.46031746031746029
295,0.46031746031746029
